[INFO] RiTa.WordNet.version [033]
file	readability
corrected_raw_snippets/ds_6/ds_6_snip_1$Antlr4Master_analyze.java	NaN
corrected_raw_snippets/ds_6/ds_6_snip_1$CarReport_save.java	NaN
corrected_raw_snippets/ds_6/ds_6_snip_1$CheckEstimator_printAttributeSummary.java	NaN
corrected_raw_snippets/ds_6/ds_6_snip_1$ClassifierPerformanceEvaluatorCustomizer_addButtons.java	NaN
corrected_raw_snippets/ds_6/ds_6_snip_1$EstimatorUtils_getMinMax.java	NaN
corrected_raw_snippets/ds_6/ds_6_snip_1$GeneratorPropertyIteratorPanel_actionPerformed.java	NaN
corrected_raw_snippets/ds_6/ds_6_snip_1$HibernateORM_getOverriddenColumn.java	NaN
corrected_raw_snippets/ds_6/ds_6_snip_1$K9_testFetchResponse.java	NaN
corrected_raw_snippets/ds_6/ds_6_snip_1$ModelPerformanceChart_performRequest.java	NaN
corrected_raw_snippets/ds_6/ds_6_snip_1$MyExpenses_contribFeatureCalled.java	NaN
corrected_raw_snippets/ds_6/ds_6_snip_1$OpenCMSCore_createContextMenu.java	NaN
corrected_raw_snippets/ds_6/ds_6_snip_1$Phoenix_doDropSchema.java	NaN
corrected_raw_snippets/ds_6/ds_6_snip_1$Pom_HealthReport.java	NaN
corrected_raw_snippets/ds_6/ds_6_snip_1$SpringBatch_testFailureAndRecovery.java	NaN
corrected_raw_snippets/ds_6/ds_6_snip_2$Antlr4Master_process.java	NaN
corrected_raw_snippets/ds_6/ds_6_snip_2$CarReport_onCreate.java	NaN
corrected_raw_snippets/ds_6/ds_6_snip_2$HibernateORM_TimesTenDialect.java	NaN
corrected_raw_snippets/ds_6/ds_6_snip_2$K9_getInstance.java	NaN
corrected_raw_snippets/ds_6/ds_6_snip_2$MyExpenses_getContentProviderOperationsForCreate.java	NaN
corrected_raw_snippets/ds_6/ds_6_snip_2$OpenCMSCore_seekFile.java	NaN
corrected_raw_snippets/ds_6/ds_6_snip_2$Phoenix_evaluate.java	NaN
corrected_raw_snippets/ds_6/ds_6_snip_2$Pom__getRuns.java	NaN
corrected_raw_snippets/ds_6/ds_6_snip_2$SpringBatch_testArtifactUniqueness.java	NaN
corrected_raw_snippets/ds_6/ds_6_snip_3$Antlr4Master_hasSLLConflictTerminatingPrediction.java	NaN
corrected_raw_snippets/ds_6/ds_6_snip_3$CarReport_handleFABClick.java	NaN
corrected_raw_snippets/ds_6/ds_6_snip_3$HibernateORM_execute.java	NaN
corrected_raw_snippets/ds_6/ds_6_snip_3$K9_open_withXoauth2Extension_shouldThrowOnMultipleFailure.java	NaN
corrected_raw_snippets/ds_6/ds_6_snip_3$MyExpenses_mergeUpdate.java	NaN
corrected_raw_snippets/ds_6/ds_6_snip_3$OpenCMSCore_execute.java	NaN
corrected_raw_snippets/ds_6/ds_6_snip_3$Phoenix_configure.java	NaN
corrected_raw_snippets/ds_6/ds_6_snip_3$Pom_get.java	NaN
corrected_raw_snippets/ds_6/ds_6_snip_3$SpringBatch_testOperationWithDirectCloseCall.java	NaN
corrected_raw_snippets/ds_6/ds_6_snip_4$Antlr4Master_removeFast.java	NaN
corrected_raw_snippets/ds_6/ds_6_snip_4$CarReport_showFullScreenChart.java	NaN
corrected_raw_snippets/ds_6/ds_6_snip_4$HibernateORM_extractSequenceValue.java	0.2736722230911255
corrected_raw_snippets/ds_6/ds_6_snip_4$K9_StorageManager.java	NaN
corrected_raw_snippets/ds_6/ds_6_snip_4$MyExpenses_processChar.java	NaN
corrected_raw_snippets/ds_6/ds_6_snip_4$OpenCMSCore_generateContent.java	NaN
corrected_raw_snippets/ds_6/ds_6_snip_4$Phoenix_process.java	NaN
corrected_raw_snippets/ds_6/ds_6_snip_4$Pom_limit.java	NaN
corrected_raw_snippets/ds_6/ds_6_snip_4$SpringBatch_testCustomRecordSeparatorMultilineBlankLineAfterEnd.java	NaN
corrected_raw_snippets/ds_6/ds_6_snip_5$Antlr4Master_testToStringStartStop2.java	NaN
corrected_raw_snippets/ds_6/ds_6_snip_5$CarReport_downloadFile.java	NaN
corrected_raw_snippets/ds_6/ds_6_snip_5$HibernateORM_collectionInfoString.java	NaN
corrected_raw_snippets/ds_6/ds_6_snip_5$K9_testTextQuoteToHtmlBlockquote.java	NaN
corrected_raw_snippets/ds_6/ds_6_snip_5$MyExpenses_updateOrClearHeader.java	NaN
corrected_raw_snippets/ds_6/ds_6_snip_5$OpenCMSCore_buttonHtml.java	NaN
corrected_raw_snippets/ds_6/ds_6_snip_5$Phoenix_parseOptions.java	NaN
corrected_raw_snippets/ds_6/ds_6_snip_5$Pom_loadClass.java	NaN
corrected_raw_snippets/ds_6/ds_6_snip_5$SpringBatch_initWriterForSimpleCallbackTests.java	NaN
